"","Date","Province","negative","presumptive_negative","under_investigation","presumptive_positive","confirmed_positive","resolved","deceased","total_testing","Hospitalization","ICU","Ventilator","source","Note","SourceNewTests","SourceTotalTests","SourceNewConfirmations","SourceCumConfirmations","calcTotal","bestTotal","cumConfirmations","newConfirmations","newTests","prop"
"161",2020-03-15,"QC",2270,NA,1480,0,39,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,2309,2309,39,15,886,0.0169300225733634
"162",2020-03-16,"QC",3079,NA,3073,0,50,NA,0,NA,2,0,NA,"Input",NA,NA,NA,NA,NA,3129,3129,50,11,820,0.0134146341463415
"163",2020-03-17,"QC",4778,NA,2949,0,74,NA,0,NA,5,0,NA,"Input",NA,NA,NA,NA,NA,4852,4852,74,24,1723,0.0139291932675566
"164",2020-03-18,"QC",5213,NA,3627,0,94,NA,1,NA,6,4,NA,"Input",NA,NA,NA,NA,NA,5307,5307,94,20,455,0.043956043956044
"165",2020-03-19,"QC",6331,NA,3997,0,121,1,1,NA,7,4,NA,"Input",NA,NA,NA,NA,NA,6452,6452,121,27,1145,0.0235807860262009
"166",2020-03-20,"QC",7666,NA,2403,14,139,1,1,NA,10,6,NA,"Input",NA,NA,NA,NA,NA,7819,7819,139,18,1367,0.0131675201170446
"167",2020-03-21,"QC",9242,NA,1512,57,181,1,4,NA,19,10,NA,"Input",NA,NA,NA,NA,NA,9480,9480,181,42,1661,0.0252859723058399
"168",2020-03-22,"QC",9786,NA,2063,233,219,1,4,NA,24,13,NA,"Input",NA,NA,NA,NA,NA,10238,10238,219,38,758,0.050131926121372
"169",2020-03-23,"QC",11211,NA,1888,NA,628,1,4,NA,45,20,NA,"Input","The significant increase in confirmed cases is explained by the fact that, on March 22, 2020, cases tested positive by hospital center laboratories are now considered confirmed. They no longer need validation by the Quebec Public Health Laboratory (LSPQ).",NA,NA,NA,NA,11839,11839,628,409,1601,0.255465334166146
"170",2020-03-24,"QC",12202,NA,2548,NA,1013,1,4,NA,67,31,NA,"Input",NA,NA,NA,NA,NA,13215,13215,1013,385,1376,0.279796511627907
"171",2020-03-25,"QC",26634,NA,2998,NA,1339,1,6,NA,78,35,NA,"Input",NA,NA,NA,NA,NA,27973,27973,1339,326,14758,0.0220897140533948
"172",2020-03-26,"QC",31854,NA,2622,NA,1629,1,8,NA,106,43,NA,"Input",NA,NA,NA,NA,NA,33483,33483,1629,290,5510,0.0526315789473684
"173",2020-03-27,"QC",32335,NA,7236,NA,2021,29,18,NA,141,50,NA,"Input",NA,NA,NA,NA,NA,34356,34356,2021,392,873,0.449026345933562
"174",2020-03-28,"QC",43589,NA,6757,NA,2498,NA,22,NA,164,57,NA,"Input","Did not report recovered today, coding NA",NA,NA,NA,NA,46087,46087,2498,477,11731,0.0406614951837013
"175",2020-03-29,"QC",49364,NA,6313,NA,2840,NA,22,NA,192,72,NA,"Input",NA,NA,NA,NA,NA,52204,52204,2840,342,6117,0.0559097596861206
"176",2020-03-30,"QC",56285,NA,6200,NA,3430,NA,25,NA,235,78,NA,"Input",NA,NA,NA,NA,NA,59715,59715,3430,590,7511,0.0785514578618027
"177",2020-03-31,"QC",63378,NA,5601,NA,4162,NA,31,NA,286,82,NA,"Input",NA,NA,NA,NA,NA,67540,67540,4162,732,7825,0.0935463258785943
"178",2020-04-01,"QC",65082,NA,5770,NA,4611,NA,33,NA,307,82,NA,"Input","no data on recovery",NA,NA,NA,NA,69693,69693,4611,449,2153,0.208546214584301
"179",2020-04-02,"QC",69024,NA,4871,NA,5518,NA,36,NA,365,96,NA,"Input","update 1pm",NA,NA,NA,NA,74542,74542,5518,907,4849,0.187048876056919
"180",2020-04-03,"QC",77469,NA,4233,NA,6101,NA,61,NA,441,107,NA,"Input",NA,NA,NA,NA,NA,83570,83570,6101,583,9028,0.0645768719539211
"181",2020-04-04,"QC",83230,NA,3879,NA,6997,NA,75,NA,478,130,NA,"Input",NA,NA,NA,NA,NA,90227,90227,6997,896,6657,0.13459516298633
"182",2020-04-05,"QC",87992,NA,2847,NA,7944,464,94,NA,525,154,NA,"Input","filling in detail past info from second link, note, they update late at night, check time stamp, the 1pm updates are actually 1 day. We are keeping this uploading format to match our told 1pm updates. https://www.inspq.qc.ca/covid-19/donnees",NA,NA,NA,NA,95936,95936,7944,947,5709,0.165878437554738
"183",2020-04-06,"QC",91533,NA,2942,NA,8580,611,121,NA,533,164,NA,"Input",NA,NA,NA,NA,NA,100113,100113,8580,636,4177,0.152262389274599
"184",2020-04-07,"QC",95186,NA,2472,NA,9340,720,150,NA,583,164,NA,"Input",NA,NA,NA,NA,NA,104526,104526,9340,760,4413,0.172218445501926
"185",2020-04-08,"QC",99239,NA,2837,NA,10031,827,175,NA,632,181,NA,"Input",NA,NA,NA,NA,NA,109270,109270,10031,691,4744,0.145657672849916
"186",2020-04-09,"QC",102463,NA,3270,NA,10912,1112,216,NA,679,196,NA,"Input",NA,NA,NA,NA,NA,113375,113375,10912,881,4105,0.214616321559074
"187",2020-04-10,"QC",106540,NA,2721,NA,11677,1341,241,NA,733,186,NA,"Input",NA,NA,NA,NA,NA,118217,118217,11677,765,4842,0.157992565055762
"188",2020-04-11,"QC",110823,NA,2500,NA,12292,1563,289,NA,778,211,NA,"Input",NA,NA,NA,NA,NA,123115,123115,12292,615,4898,0.125561453654553
"189",2020-04-12,"QC",113925,NA,2250,NA,12846,1745,328,NA,824,217,NA,"Input",NA,NA,NA,NA,NA,126771,126771,12846,554,3656,0.151531728665208
"190",2020-04-13,"QC",118013,NA,2645,NA,13557,1982,360,NA,879,226,NA,"Input",NA,NA,NA,NA,NA,131570,131570,13557,711,4799,0.148155865805376
"191",2020-04-14,"QC",123203,NA,2394,NA,14248,2146,435,NA,936,230,NA,"Input",NA,NA,NA,NA,NA,137451,137451,14248,691,5881,0.117497024315593
"192",2020-04-15,"QC",128314,NA,2605,NA,14860,2491,487,NA,984,218,NA,"Input",NA,NA,NA,NA,NA,143174,143174,14860,612,5723,0.106936921195177
"193",2020-04-16,"QC",132714,NA,2939,NA,15857,2841,630,NA,1018,209,NA,"Input",NA,NA,NA,NA,NA,148571,148571,15857,997,5397,0.18473225866222
"194",2020-04-17,"QC",136924,NA,2835,NA,16798,3068,688,NA,1076,207,NA,"Input",NA,NA,NA,NA,NA,153722,153722,16798,941,5151,0.182682974179771
"195",2020-04-18,"QC",141249,NA,2964,NA,17521,3315,805,NA,1130,258,NA,"Input",NA,NA,NA,NA,NA,158770,158770,17521,723,5048,0.143225039619651
"196",2020-02-14,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,696,NA,NA,0,696,0,NA,NA,NA
"197",2020-02-15,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,740,NA,NA,0,740,0,0,44,0
"198",2020-02-16,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,752,NA,NA,0,752,0,0,12,0
"199",2020-02-17,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,781,NA,NA,0,781,0,0,29,0
"200",2020-02-18,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,785,NA,NA,0,785,0,0,4,0
"201",2020-02-19,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,886,NA,NA,0,886,0,0,101,0
"202",2020-02-20,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,943,NA,NA,0,943,0,0,57,0
"203",2020-02-21,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1008,1,6,0,1008,6,6,65,0.0923076923076923
"204",2020-02-22,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1057,NA,NA,0,1057,0,NA,49,NA
"205",2020-02-23,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1101,1,7,0,1101,7,7,44,0.159090909090909
"206",2020-02-24,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1118,1,8,0,1118,8,1,17,0.0588235294117647
"207",2020-02-25,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1183,NA,NA,0,1183,0,NA,65,NA
"208",2020-02-26,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1261,NA,NA,0,1261,0,0,78,0
"209",2020-02-27,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,1399,NA,NA,0,1399,0,0,138,0
"210",2020-02-28,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,1520,1,9,0,1520,9,9,121,0.0743801652892562
"211",2020-02-29,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,1668,1,10,0,1668,10,1,148,0.00675675675675676
"212",2020-03-01,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,1773,NA,NA,0,1773,0,NA,105,NA
"213",2020-03-02,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1844,NA,NA,0,1844,0,0,71,0
"214",2020-03-03,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,2038,1,11,0,2038,11,11,194,0.0567010309278351
"215",2020-03-04,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,2348,3,14,0,2348,14,3,310,0.00967741935483871
"216",2020-03-05,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,2832,7,21,0,2832,21,7,484,0.0144628099173554
"217",2020-03-06,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,3203,1,22,0,3203,22,1,371,0.00269541778975741
"218",2020-03-07,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,3959,6,28,0,3959,28,6,756,0.00793650793650794
"219",2020-03-08,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,4401,1,29,0,4401,29,1,442,0.00226244343891403
"220",2020-03-09,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,4792,3,32,0,4792,32,3,391,0.00767263427109974
"221",2020-03-10,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,5239,4,36,0,5239,36,4,447,0.00894854586129754
"222",2020-03-11,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,5934,8,44,0,5934,44,8,695,0.0115107913669065
"223",2020-03-12,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137,7071,15,59,0,7071,59,15,1137,0.0131926121372032
"224",2020-03-13,"BC",NA,NA,NA,NA,73,NA,0,6326,NA,NA,NA,"http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements",NA,1080,8151,13,72,73,8151,73,14,1080,0.012962962962963
"225",2020-03-14,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1453,9604,22,94,0,9604,94,21,1453,0.0144528561596696
"226",2020-03-15,"BC",NA,NA,NA,NA,73,4,1,6326,NA,NA,NA,"Input",NA,1550,11154,15,109,73,11154,109,15,1550,0.00967741935483871
"227",2020-03-16,"BC",NA,NA,NA,NA,103,5,7,6326,NA,NA,NA,"Input",NA,1776,12930,29,138,103,12930,138,29,1776,0.0163288288288288
"228",2020-03-17,"BC",NA,NA,NA,NA,186,5,7,6326,NA,NA,NA,"Input",NA,3480,16410,48,186,186,16410,186,48,3480,0.0137931034482759
"229",2020-03-18,"BC",NA,NA,NA,NA,231,5,7,6326,13,7,NA,"Input",NA,3041,19451,42,228,231,19451,231,45,3041,0.0147977638934561
"230",2020-03-19,"BC",NA,NA,NA,NA,271,5,7,6326,17,9,NA,"Input",NA,1115,20566,60,288,271,20566,288,57,1115,0.0511210762331839
"231",2020-03-20,"BC",NA,NA,NA,NA,348,6,9,17912,22,10,NA,"Input",NA,826,21392,49,337,348,21392,348,60,826,0.0726392251815981
"232",2020-03-21,"BC",NA,NA,NA,NA,424,6,10,17912,15,12,NA,"Input",NA,1509,22901,69,406,424,22901,424,76,1509,0.050364479787939
"233",2020-03-22,"BC",NA,NA,NA,NA,424,6,10,21296,17,13,NA,"Input","Did not update",1963,24864,65,471,424,24864,471,47,1963,0.0239429444727458
"234",2020-03-23,"BC",NA,NA,NA,NA,539,146,13,26681,33,14,NA,"http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_March_23_2020.pdf",NA,2036,26900,51,522,539,26900,539,68,2036,0.0333988212180747
